query,product_id,relevance_score
products that can treat closed comedones fast,32,2
products that can treat closed comedones fast,33,2
products that can treat closed comedones fast,34,2
products that can treat closed comedones fast,35,2
products that can treat closed comedones fast,36,1
products that can treat closed comedones fast,37,1
products that can treat closed comedones fast,38,1
products that can treat closed comedones fast,39,1
products that can treat closed comedones fast,40,1
products that can treat closed comedones fast,41,1
products that can treat closed comedones fast,42,1
products that can treat closed comedones fast,43,1
products that can treat closed comedones fast,44,1
products that can treat closed comedones fast,45,1
moisturizer that has vitamin e in it,129,5
moisturizer that has vitamin e in it,127,5
moisturizer that has vitamin e in it,81,5
moisturizer that has vitamin e in it,61,5
moisturizer that has vitamin e in it,151,5
moisturizer that has vitamin e in it,7,5
moisturizer that has vitamin e in it,50,5
moisturizer that has vitamin e in it,145,5
moisturizer that has vitamin e in it,98,5
moisturizer that has vitamin e in it,46,5
moisturizer that has vitamin e in it,115,4
moisturizer that has vitamin e in it,153,4
moisturizer that has vitamin e in it,47,4
moisturizer that has vitamin e in it,120,4
moisturizer that has vitamin e in it,6,4
moisturizer that has vitamin e in it,155,4
moisturizer that has vitamin e in it,93,4
moisturizer that has vitamin e in it,23,4
moisturizer that has vitamin e in it,91,4
moisturizer that has vitamin e in it,124,4
moisturizer that has vitamin e in it,49,3
moisturizer that has vitamin e in it,30,3
moisturizer that has vitamin e in it,68,3
moisturizer that has vitamin e in it,148,3
moisturizer that has vitamin e in it,136,3
moisturizer that has vitamin e in it,150,3
moisturizer that has vitamin e in it,123,3
moisturizer that has vitamin e in it,126,3
moisturizer that has vitamin e in it,71,3
moisturizer that has vitamin e in it,109,3
moisturizer that has vitamin e in it,103,2
moisturizer that has vitamin e in it,41,2
moisturizer that has vitamin e in it,1,2
moisturizer that has vitamin e in it,2,2
moisturizer that has vitamin e in it,3,2
moisturizer that has vitamin e in it,4,2
moisturizer that has vitamin e in it,5,2
moisturizer that has vitamin e in it,8,2
moisturizer that has vitamin e in it,9,2
moisturizer that has vitamin e in it,10,2
moisturizer that has vitamin e in it,11,1
moisturizer that has vitamin e in it,12,1
moisturizer that has vitamin e in it,13,1
moisturizer that has vitamin e in it,14,1
moisturizer that has vitamin e in it,15,1
moisturizer that has vitamin e in it,16,1
moisturizer that has vitamin e in it,17,1
moisturizer that has vitamin e in it,18,1
moisturizer that has vitamin e in it,19,1
moisturizer that has vitamin e in it,20,1
oil-based cleanser to remove makeup,2,5
oil-based cleanser to remove makeup,152,5
oil-based cleanser to remove makeup,136,5
oil-based cleanser to remove makeup,117,5
oil-based cleanser to remove makeup,35,5
oil-based cleanser to remove makeup,57,5
oil-based cleanser to remove makeup,28,5
oil-based cleanser to remove makeup,42,5
oil-based cleanser to remove makeup,81,5
oil-based cleanser to remove makeup,105,5
oil-based cleanser to remove makeup,133,4
oil-based cleanser to remove makeup,147,4
oil-based cleanser to remove makeup,76,4
oil-based cleanser to remove makeup,22,4
oil-based cleanser to remove makeup,43,4
oil-based cleanser to remove makeup,86,4
oil-based cleanser to remove makeup,112,4
oil-based cleanser to remove makeup,77,4
oil-based cleanser to remove makeup,80,4
oil-based cleanser to remove makeup,5,4
oil-based cleanser to remove makeup,53,3
oil-based cleanser to remove makeup,114,3
oil-based cleanser to remove makeup,37,3
oil-based cleanser to remove makeup,88,3
oil-based cleanser to remove makeup,75,3
oil-based cleanser to remove makeup,132,3
oil-based cleanser to remove makeup,64,3
oil-based cleanser to remove makeup,106,3
oil-based cleanser to remove makeup,9,3
oil-based cleanser to remove makeup,98,3
oil-based cleanser to remove makeup,73,2
oil-based cleanser to remove makeup,95,2
oil-based cleanser to remove makeup,97,2
oil-based cleanser to remove makeup,82,2
oil-based cleanser to remove makeup,149,2
oil-based cleanser to remove makeup,131,2
oil-based cleanser to remove makeup,84,2
oil-based cleanser to remove makeup,124,2
oil-based cleanser to remove makeup,141,2
oil-based cleanser to remove makeup,144,2
oil-based cleanser to remove makeup,96,1
oil-based cleanser to remove makeup,155,1
oil-based cleanser to remove makeup,1,1
oil-based cleanser to remove makeup,3,1
oil-based cleanser to remove makeup,4,1
oil-based cleanser to remove makeup,6,1
oil-based cleanser to remove makeup,7,1
oil-based cleanser to remove makeup,8,1
oil-based cleanser to remove makeup,10,1
oil-based cleanser to remove makeup,11,1
